-,അ,അകവില,malayalam,Gundert (1872) p.25,,,gundert,T,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,regulated price of grain — highest price (So and Palg.),english,,english,,,,noun,
-,അ,അകടു,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤaḍu (T,english,,english,,,,noun,
^,,"inside, deceit അകം) In അകടു വികടു C topsyturvy സകലവും അകടു വികടാക്കി vu spoiled it all, also അകിടുപകിടു.",malayalam,,,,,,,
-,അ,അകത്തി,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤatti PM with edible leaves Cassia.,english,Rh,english,,,,noun,
^,,(അഗസ്തി) Sesbania grandiflora Rh ചിറ്റകത്തി a med,malayalam,Rh,,,,,,
-,അ,അകത്തുക,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤattuɤa (= അകറ്റുക) Todistend കാൽ അകത്തി വെച്ചു stretch asunder.,malayalam,,,,,,,
-,അ,അകന്ത,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤanda T,english,,english,,,,noun,
^,,= അഹന്ത Pride.,malayalam,,,,,,,
-,അ,അകപ്പാൻ,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤappāń (T,english,,english,,,,noun,
^,,അകപ്പ from അകം) Ladle V1.,malayalam,,,,,,,
-,അ,അകരുണൻ,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤaruṇaǹ S Unmerciful (po.),english,,english,,,,noun,
-,അ,അകറ്റുക,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤat̀t̀uɤa T (trans,english,,english,,,,noun,
^,,of അകലു),malayalam,,,,,,,
^,,"To extend, open.",english,,english,,,,noun,
^,,"to remove, put away (as പാപം, ഐയം) സമ്പൎക്കം അകറ്റുക dissolve a connection.",malayalam,,,,,,,
-,അ,അകറ്റിക്ക,malayalam,Gundert (1872) p.25,,,gundert,C,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,cause to remove.,english,,english,,,,noun,
-,അ,അകലിച്ച,malayalam,Gundert (1872) p.25,,,gundert,in,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,regular distances.,english,,english,,,,noun,
-,അ,അകല്ച,malayalam,Gundert (1872) p.25,,,gundert,V,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,"separation, distance, reserve much estranged.",english,Mud,english,,,,noun,
^,,അകല്ച മൌൎയ്യനോടു ചാണക്യനു പെരികേ ഉണ്ടു Mud,malayalam,Mud,,,,,,
-,അ,അകൽ,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤal T,english,,english,,,,noun,
^,,Round earthen lamp.,english,,english,,,,noun,
^,,(?) anger V1.,english,,english,,,,noun,
-,അ,അകസ്മാൽ,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤasmāl S,english,,english,,,,noun,
^,,"(കസ്മാൽ whence) Without cause, unexpectedly, suddenly (po.)",malayalam,,,,,,,
-,അ,അകിഞ്ചനൻ,malayalam,Gundert (1872) p.25,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""25"", ""etymology"": """"}"
^,,ɤińǰanaǹ S Having nothing at all (po.),english,,english,,,,noun,
-,അ,അകിറുക,malayalam,Gundert (1872) p.26,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,ɤir̀uɤa (C agur̀u = C,english,,english,,,,noun,
^,,"അവിഴ്) To roar, bellow, children to cry V അകിൎച്ച Palg",malayalam,,,,,,,
-,അ,അകിൽ,malayalam,Gundert (1872) p.26,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,ɤil TM Tu.,english,,english,,,,noun,
^,,"(hence S ahalim) aloe wood, “aguila” P Aquilaira Agallocha GP.",english,GP,english,,,,noun,
^,,അഗരു Hebr,malayalam,GP,,,,,,
^,,ചന്ദനം അകിൽ തുടങ്ങിയുള്ള സുഗന്ധങ്ങളെ കൊണ്ടു ധൂപിക്ക Vy മണം കിളൎന്നകിൽത്തടികൾ RC.,malayalam,RC,,,,,,
^,,"അകിലണിവാർ മുലയാൾ, അകിൽ ആരും വാർകൊങ്കകൾ RC.",malayalam,RC,,,,,,
^,,വെള്ള അകിൽ white cedarwood കാരകിൽ GP.,malayalam,GP,,,,,,
^,,black agallocha,english,,english,,,,noun,
^,,ചുവന്ന അകിൽ a cedrelacea.,malayalam,,,,,,,
^,,"= അകിൾ trench, Palg.",malayalam,,,,,,,
-,അ,അകീൎത്തി,malayalam,Gundert (1872) p.26,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,ɤīrti S Want of fame.,english,,english,,,,noun,
-,അ,അക്ക,malayalam,Gundert (1872) p.26,,,gundert,akka,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,Elder sister (rare).,english,,english,,,,noun,
-,അ,അക്കപ്പൂ,malayalam,Gundert (1872) p.26,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,waterplant V1.,english,,english,,,,noun,
-,അ,അക്കര,malayalam,Gundert (1872) p.26,,,gundert,akkara,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
-,അ,അക്കൽ,malayalam,Gundert (1872) p.26,,,gundert,akkal,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
-,അ,അക്കാനി,malayalam,Gundert (1872) p.26,,,gundert,akkāni,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
-,അ,അക്കി,malayalam,Gundert (1872) p.26,,,gundert,akki,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,"Fire, inflamed pimples V1",english,,english,,,,noun,
^,,അഗ്നി അക്കിത്തിരി = അഗ്നിഹോത്രി.,malayalam,,,,,,,
-,അ,അക്രാരിത്തേങ്ങ,malayalam,Gundert (1872) p.26,,,gundert|verapoli2,akrārittēṇṇa,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": ""verapoli2""}"
^,,Lodoicea sechelliana.,english,,english,,,,noun,
-,അ,അക്രൂരൻ,malayalam,Gundert (1872) p.26,,,gundert,akrūra,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,"ǹ S Not cruel, most cruel",english,,english,,,,noun,
^,,അക്രൂരനല്ലവൻ ക്രൂരനത്രെ a double entendre (may also be read വൻക്രൂരൻ‍).,malayalam,,,,,,,
-,അ,അക്രൊത്ത്,malayalam,Gundert (1872) p.26,,,gundert,akrott,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""26"", ""etymology"": """"}"
^,,ụ (H from S Wallnut.,english,,english,,,,noun,
^,,അക്ഷോഡ) M,malayalam,,,,,,,
-,അ,അക്ഷക്രീഡ,malayalam,Gundert (1872) p.27,,,gundert,gambling,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,(അക്ഷങ്ങൾ പൊരുതീടും).,malayalam,,,,,,,
-,അ,അക്ഷമാല,malayalam,Gundert (1872) p.27,,,gundert,necklace,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,of Elæocarpus seeds.,english,,english,,,,noun,
-,അ,അക്ഷമ,malayalam,Gundert (1872) p.27,,,gundert,ak,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,šama S,english,,english,,,,noun,
^,,"Impatience; അക്ഷമം unable to bear, impatient.",malayalam,,,,,,,
-,അ,അക്ഷരമാല,malayalam,Gundert (1872) p.27,,,gundert,the,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,alphabet.,english,,english,,,,noun,
-,അ,അക്ഷാന്തി,malayalam,Gundert (1872) p.27,,,gundert,ak,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,šānδi S,english,,english,,,,noun,
^,,"= ‍അക്ഷമ Impatience, envy; അക്ഷാന്തിമാൻ hasty, envious.",malayalam,,,,,,,
-,അ,അക്ഷി,malayalam,Gundert (1872) p.27,,,gundert,ak,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,ši S,english,,english,,,,noun,
^,,= അക്ഷം,malayalam,,,,,,,
^,,Eye.,english,,english,,,,noun,
^,,trunk V1,english,CG,english,,,,noun,
^,,ദക്ഷിണമാകിനൊരക്ഷി ആടി CG അക്ഷികൾ ആടുന്ന ലക്ഷണം CG അക്ഷിമണി (eye-ball) ഉരുട്ടി Mudr.,malayalam,CG,,,,,,
-,അ,അക്ഷുദ്രൻ,malayalam,Gundert (1872) p.27,,,gundert,ak,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,"šudraǹ S Not little, an im-portant person V1.",english,,english,,,,noun,
-,അ,അക്ഷോഭ്യൻ,malayalam,Gundert (1872) p.27,,,gundert,immovable,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,den; അക്ഷോഭിച്ചുനില്ക്ക V1.,malayalam,Bhr,,,,,,
-,അ,അക്ഷൌഹിണി,malayalam,Gundert (1872) p.27,,,gundert,ak,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": """"}"
^,,"šauhiṇi S (In the Bhārata war the Pāndavas have 7, their foes 11 akšauhiṇis Bhr.)",english,Bhr,english,,,,noun,
^,,"(അക്ഷ + ഊഹിനി.) A complete army consisting of 21870 elephants, as many chariots, 65610 horses, 109350 infantry One elephant, 1 chariot, 3 horses and 5 foot-men form a സേനാമുഖം; this tripled ഗുന്മം, tripled ഗുണം, tripled വാഹിനി, പുതന, ചമുകം, അനീകിനി, തദ്ദശ ഗുണിതയാകന്നതും അക്ഷൌഹിണി",malayalam,Bhr,,,,,,
-,അ,അഗരു,malayalam,Gundert (1872) p.27,,,gundert|sanskrit,agaru,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""27"", ""etymology"": ""sanskrit""}"
^,,"= അകിൽ (കാളാഗരുദ്രുമം Nal = കാരകിൽ) അഗരുചന്ദനം എരിഞ്ഞു ധൂമം, അഗരുധൂപത്തിൻ പരിമളം",malayalam,"Nal, KR",,,,,,
-,അ,അഗൌകസ്സ്,malayalam,Gundert (1872) p.28,,,gundert,agau,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,ɤassụ S,english,,english,,,,noun,
^,,(അഗ + ഓകഃ) Living on trees or hills (po.),malayalam,,,,,,,
-,അ,അഗ്നി,malayalam,Gundert (1872) p.28,,,gundert|sanskrit,agni,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": ""sanskrit""}"
^,,Fire.,english,,english,,,,noun,
^,,God of fire.,english,,english,,,,noun,
^,,grief ഉള്ളത്തിൽ അഗ്നി പിടിച്ചു ഞങ്ങൾക്കു SiP.,malayalam,,,,,,,
^,,persons of weak digestion.,english,"GP, Nid",english,,,,noun,
^,,"digestive power; അ വൎദ്ധിപ്പിക്ക, കെടുക്ക GP അഗ്നിക്കു ബലം ഇല്ലാത്തോർ Nid",malayalam,"GP, Nid",,,,,,
-,അ,അഗ്നിമാൻ,malayalam,Gundert (1872) p.28,,,gundert,who,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,sustains the holy fire; അഗ്നിമാൻ ഉപാദ്ധ്യായൻ AR,malayalam,AR,,,,,,
-,അ,അഗ്നിമൂല,malayalam,Gundert (1872) p.28,,,gundert,SE,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,= അഗ്നികോണം.,malayalam,,,,,,,
-,അ,അഗ്നിഭ്ര,malayalam,Gundert (1872) p.28,,,gundert,Sk,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,Subrahmaṇya.,english,,english,,,,noun,
-,അ,അഗ്നിശിഖ,malayalam,Gundert (1872) p.28,,,gundert|verapoli2,flame,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": ""verapoli2""}"
^,,= ജ്വാല.,malayalam,,,,,,,
-,അ,അഗ്രഗണ്യൻ,malayalam,Gundert (1872) p.28,,,gundert,the,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,chief (f 2.),english,,english,,,,noun,
^,,ധൎമ്മജ്ഞന്മാരിൽ Kei,malayalam,,,,,,,
-,അ,അഗ്രപൂജ,malayalam,Gundert (1872) p.28,,,gundert,honors,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,paid to the principal persons KR.,english,KR,english,,,,noun,
-,അ,അഗ്രശാല,malayalam,Gundert (1872) p.28,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,"victualling house, cooking place in temples.",english,,english,,,,noun,
-,അ,അഗ്രശാലപ്പറ,malayalam,Gundert (1872) p.28,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,large measure So.,english,,english,,,,noun,
-,അ,അഗ്രീവൻ,malayalam,Gundert (1872) p.28,,,gundert,agrīva,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""28"", ""etymology"": """"}"
^,,Neckless; അഗ്രീവനായുള്ളൊരു സുഗ്രീവൻ‍ KR,malayalam,KR,,,,,,
-,അ,അങ്കക്കാരൻ,malayalam,Gundert (1872) p.29,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""29"", ""etymology"": """"}"
^,,combatant.,english,,english,,,,noun,
-,അ,അങ്കപ്പോർ,malayalam,Gundert (1872) p.29,,,gundert,public,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""29"", ""etymology"": """"}"
^,,duel; മാമാങ്ങത്തിൽ അങ്കപ്പോർ ഉണ്ടാക KU.,malayalam,KU,,,,,,
-,അ,അങ്കവാൽ,malayalam,Gundert (1872) p.29,,,gundert,cock,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""29"", ""etymology"": """"}"
^,,’s tail B.,english,,english,,,,noun,
-,അ,അങ്കലായ്ക്ക,malayalam,Gundert (1872) p.29,,,gundert|tamil,aṅgalāykka,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""29"", ""etymology"": ""tamil""}"
^,,"Lament, grieve B.",english,,english,,,,noun,
-,അ,അങ്ക്രി,malayalam,Gundert (1872) p.29,,,gundert,aṅgri,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""29"", ""etymology"": """"}"
^,,"അച്ചി) Pap, teat = കിങ്കു.",malayalam,,,,,,,
-,അ,അങ്ങാടി,malayalam,Gundert (1872) p.30,,,gundert,aṅṅāḍi,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""30"", ""etymology"": """"}"
^,,(അങ്ങ് അംഗം + ആടുക),malayalam,,,,,,,
^,,"Shop, in Mal",english,,english,,,,noun,
^,,rather അങ്ങാടിപ്പീടിക.,malayalam,,,,,,,
^,,"market street, bazaar, town, village (in many N",english,,english,,,,noun,
^,,"പുതിയങ്ങാടി, etc.)",malayalam,,,,,,,
-,അ,അങ്ങാടിച്ചരക്കു,malayalam,Gundert (1872) p.30,,,gundert,or,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""30"", ""etymology"": """"}"
^,,(prov.),english,,english,,,,noun,
^,,വാണിഭം merchandise; ആടറിയുമോ അ,malayalam,,,,,,,
-,അ,അങ്ങാടിപ്പാട്ടു,malayalam,Gundert (1872) p.30,,,gundert,the,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""30"", ""etymology"": """"}"
^,,talk of the town; കോട്ടയിൽ ഉപദേശം അങ്ങാടിപ്പാട്ടായ്വന്നു (prov.) CG.,malayalam,CG,,,,,,
-,അ,അങ്ങാടിമരുന്നു,malayalam,Gundert (1872) p.30,,,gundert,drugs,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""30"", ""etymology"": """"}"
-,അ,അങ്ങില്ലാപ്പൊങ്ങ്,malayalam,Gundert (1872) p.30,,,gundert,aṅṅillāppoṅṅu̥,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""30"", ""etymology"": """"}"
^,,An aquatic plant (wanting അംഗം or അംഘ്രി) അ-ങ്ങിന്റെ വേർ കിളെക്ക (prov.) doing what is neither required nor possible.,malayalam,,,,,,,
-,അ,അങ്ങു,malayalam,Gundert (1872) p.30,,,gundert,aṅṅu̥,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""30"", ""etymology"": """"}"
^,,"There, thither; അങ്ങുപോയാൽ = after death.",malayalam,,,,,,,
^,,you (opp,english,"TR, KU",english,,,,noun,
^,,"ഇങ്ങു) dat അങ്ങേക്കു, അങ്ങേത്തൃക്കൈ KU your Highness’ hand; ഞങ്ങൾ അങ്ങല്ലൊ കേൾ്പിക്കേണ്ടു TR.",malayalam,"TR, KU",,,,,,
-,അ,അങ്ങിട്,malayalam,Gundert (1872) p.30,,,gundert,there,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""30"", ""etymology"": """"}"
^,,", അങ്ങിടിങ്ങിട് here and there.",malayalam,,,,,,,
-,അ,അച്ച,malayalam,Gundert (1872) p.31,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,čča (T,english,VCh,english,,,,noun,
^,,അത്തൈ) Mother; അച്ച തന്നുടെ മുല നല്കെണം VCh.,malayalam,VCh,,,,,,
-,അ,അച്ചൻ,malayalam,Gundert (1872) p.31,,,gundert,TM,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,also അത്തൻ അജ്ജൻ),malayalam,,,,,,,
^,,"father, lord; used chiefly hon",english,,english,,,,noun,
^,,അച്ചന്റെ പുരം Nal,malayalam,,,,,,,
^,,my father’s house.,english,,english,,,,noun,
^,,title of males in royal families f oath.,english,"TP, TR, PT",english,,,,noun,
^,,"in Pālacāḍu കൊമ്പിയച്ചൻ TR the minister of Calicut Rajah മങ്ങാട്ടച്ചൻ, of Cochin പാല്യത്തച്ചൻ, of Nayer chiefs കുളക്കാട്ടു നാലർ അച്ചന്മാർ TR (in Curumb.) of the 60 heads of Urāḷer (Cal.); even of monkeys കുരങ്ങച്ചൻ PT അച്ചനപ്പേ നേരാന് TP",malayalam,"TP, TR, PT",,,,,,
-,അ,അച്ചി,malayalam,Gundert (1872) p.31,,,gundert,C,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,mother (= അച്ചി) അച്ചി കുട്ടിയിനെ രക്ഷിക്കും പ്രകാരം TR.,malayalam,TR,,,,,,
^,,Nayer woman V1.,english,,english,,,,noun,
^,,female of animals etc,english,,english,,,,noun,
^,,അച്ചിത്തട the plantain stem surrounded by its offspring (കന്നു) അച്ചി കടിച്ച പല്ലു കുട്ടിയും കടിക്കും prov.,malayalam,,,,,,,
-,അ,അച്ചി,malayalam,Gundert (1872) p.31,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,see under അച്ച.,malayalam,,,,,,,
^,,Atcheen; hence അച്ചിക്കുതിര or മട്ടക്കുതിര.,malayalam,,,,,,,
-,അ,അച്ചിങ്ങ,malayalam,Gundert (1872) p.31,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,ččiṅṅa,english,,english,,,,noun,
^,,= അത്തിങ്ങ Green figs V1.,malayalam,,,,,,,
^,,"very young beans, also അച്ചളിങ്ങ V2.",malayalam,,,,,,,
-,അ,അച്ചിരി,malayalam,Gundert (1872) p.31,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,ččiri,english,,english,,,,noun,
^,,(Tdbh,english,,english,,,,noun,
^,,"അശ്രീ) Worthless, insubstantial V1 അച്ചിരിവഴി unlucky way = ദുരദ്ധ്വം V2 അച്ചിരി പൂണ്ടു = മുഖവാട്ടത്തോടെ.",malayalam,,,,,,,
^,,sneer.,english,"Bhg, Bhr",english,,,,noun,
^,,(from അച്ചം) അച്ചിരിപൂണുക to smile bashfully കേട്ടിട്ടച്ചിരി വരുന്നാകിൽ Bhr അച്ചിരീചിരിക്കയും Bhg,malayalam,"Bhg, Bhr",,,,,,
-,അ,അച്ചു,malayalam,Gundert (1872) p.31,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,čču̥,english,,english,,,,noun,
^,,(Tdbh,english,,english,,,,noun,
^,,അക്ഷം),malayalam,,,,,,,
^,,"Sign, type.",english,,english,,,,noun,
^,,for coining,english,"TR, KU",english,,,,noun,
^,,"mould, ഉണ്ട വാൎക്കുന്ന അച്ചു for bullets, അച്ചു കൊത്തുക TR അച്ചും നെല്ലും royal revenue നായൎക്കു അച്ചും അരിയും കൂലിച്ചേകവും കൊടുത്തു KU.",malayalam,"TR, KU",,,,,,
^,,"വണ്ടിയച്ചു axle tree, also അച്ചി(ൽ)ത്തടി.",malayalam,,,,,,,
^,,"weaver’s reed or stay, നൂൽ അടുപ്പിപ്പാൻ അച്ചു.",malayalam,,,,,,,
^,,a mistake (= തെറ്റു) അക്ഷരശ്ലോകം ചൊല്ലീട്ട് അച്ചു കൊള്ളുക നിശ്ചയം (po.),malayalam,,,,,,,
^,,a little snail (T,english,,english,,,,noun,
^,,"നത്ത്, അചറു).",malayalam,,,,,,,
-,അ,അച്ചുകുത്തു,malayalam,Gundert (1872) p.31,,,gundert,type,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,-cutting.,english,,english,,,,noun,
-,അ,അച്ചുകോൽ,malayalam,Gundert (1872) p.31,,,gundert,ramrod,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
-,അ,അച്ചുത്തണ്ടു,malayalam,Gundert (1872) p.31,,,gundert,axle,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""31"", ""etymology"": """"}"
^,,"-tree, axis Bhg 5.",english,,english,,,,noun,
^,,ആദിത്യരഥചക്രത്തിന്റെ അച്ചുത്തണ്ടു മേരുതന്മുകളിലും മാനസോത്തരഗിരിതന്മേലും കൂടയല്ലൊ,malayalam,,,,,,,
-,അ,അച്യുതൻ,malayalam,Gundert (1872) p.32,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""32"", ""etymology"": """"}"
^,,ǰyuδaǹ S (not falling) Vishṇu,english,,english,,,,noun,
^,,അച്യുതി constancy V1.,malayalam,,,,,,,
-,അ,അഛ്ശൻ,malayalam,Gundert (1872) p.32,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""32"", ""etymology"": """"}"
^,,ččhaǹ (= അച്ചൻ modern),malayalam,,,,,,,
^,,Father (a child when flogged).,english,CG,english,,,,noun,
^,,അഛ്ശൻ എന്ന് ഉണ്ണികൾ എന്നെവിളിച്ചീടും SG അഛ്ശാ എന്നിങ്ങനെ ചൊല്ലി കേണു CG,malayalam,CG,,,,,,
^,,mother’s brother V1.,english,,english,,,,noun,
^,,Sir.,english,,english,,,,noun,
-,അ,അജാഗ്രത,malayalam,Gundert (1872) p.32,,,gundert,a,,"{""source"": ""gundert"", ""year"": 1872, ""page"": ""32"", ""etymology"": """"}"
^,,ǰāgraδa S Carelessness.,english,,english,,,,noun,
